,original_index,PKGID,ORDER,BORROWERID,BORROWER,CLEAN_BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,CLUSTER,IMPUTED,,
342,342,197502009,1,B2496,MEXICO,MEXICO,,MEXICO,MEX,O84,4515,0,,
471,471,197508027,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
651,651,197603031,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
921,921,197701035,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
1166,1166,197709039,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,1,,
1347,1347,197802045,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
2337,2337,197907093,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
2512,2512,197909080,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,,MEX,O84,5891,3,,
2768,2768,198001104,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
3112,3112,198007045,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
3113,3113,198007046,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
3114,3114,198007047,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
3538,3538,198101078,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,UMS,MEXICO,MEX,O84,5891,0,,
4286,4286,198109140,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,UMS,MEXICO,MEX,O84,5891,0,,
4287,4287,198109141,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,UMS,MEXICO,MEX,O84,5891,0,,
4350,4350,198110059,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
5163,5163,198205141,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,UMS,MEXICO,MEX,O84,5891,0,,
5443,5443,198208118,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
6175,6175,198305030,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
14793,14793,199005043,1,B2496,UNITED MEXICAN STATES,UNITED MEXICAN STATES,,MEXICO,MEX,O84,5891,0,,
541,541,197511016,1,B2497,KINGDOM OF MOROCCO,KINGDOM MOROCCO,,MOROCCO,MAR,O84,4286,0,,
728,728,197607008,1,B2497,KINGDOM OF MOROCCO,KINGDOM MOROCCO,,MOROCCO,MAR,O84,4286,0,,
1494,1494,197805044,1,B2497,KINGDOM OF MOROCCO,KINGDOM MOROCCO,,MOROCCO,MAR,O84,4286,0,,
1805,1805,197811058,1,B2497,THE KINGDOM OF MOROCCO,KINGDOM MOROCCO,,MOROCCO,MAR,O84,4286,0,,
3002,3002,198005033,1,B2497,KINGDOM OF MOROCCO,KINGDOM MOROCCO,,MOROCCO,MAR,O84,4286,0,,
3293,3293,198010038,1,B2497,KINGDOM OF MOROCCO,KINGDOM MOROCCO,,MOROCCO,MAR,O84,4286,0,,
4001,4001,198107070,1,B2497,KINGDOM OF MOROCCO,KINGDOM MOROCCO,,MOROCCO,MAR,O84,4286,0,,
4239,4239,198109093,1,B2497,KINGDOM OF MOROCCO,KINGDOM MOROCCO,,MOROCCO,MAR,O84,4286,0,,
5105,5105,198205083,1,B2497,KINGDOM OF MOROCCO,KINGDOM MOROCCO,,MOROCCO,MAR,O84,4286,0,,
5578,5578,198210072,1,B2497,KINGDOM OF MOROCCO,KINGDOM MOROCCO,,MOROCCO,MAR,K64,4286,0,,
6281,6281,198307025,1,B2497,KINGDOM OF MOROCCO,KINGDOM MOROCCO,,MOROCOO,MAR,O84,4286,0,,
5813,5813,198301036,1,B2498,REPUBLIC OF NAURU,REPUBLIC NAURU,,NAURU,NRU,O84,1282,0,,
6763,6763,198402076,1,B2499,KINGDOM OF NEPAL,KINGDOM NEPAL,,NEPAL,NPL,O84,4293,0,,
5778,5778,198301002,1,B2500,GOVERNMENT OF NEW SOUTH WALES,GOVERNMENT NEW SOUTH WALES,,AUSTRALIA,AUS,O84,3859,0,,
285,285,197401279,1,B2501,NEW ZEALAND,NEW ZEALAND,,NEW ZEALAND,NZL,O84,3894,0,,
1385,1385,197803035,1,B2501,NEW ZEALAND,NEW ZEALAND,,NEW ZEALAND,NZL,O84,3894,0,,
2229,2229,197906032,1,B2501,GOVERNMENT OF NEW ZEALAND,GOVERNMENT NEW ZEALAND,,NEW ZEALAND,NZL,O84,3895,0,,
2849,2849,198002065,1,B2501,NEW ZEALAND,NEW ZEALAND,,NEW ZEALAND,NZL,O84,3894,0,,
3884,3884,198106049,1,B2501,HER MAJESTY THE QUEEN IN RIGHT OF NEW ZEALAND,HER MAJESTY QUEEN IN RIGHT NEW ZEALAND,,NEW ZEALAND,NZL,O84,5827,0,,
4559,4559,198112051,1,B2501,GOVERNMENT OF NEW ZEALAND,GOVERNMENT NEW ZEALAND,,NEW ZEALAND,NZL,O84,3895,0,,
5199,5199,198206026,1,B2501,GOVERNMENT OF NEW ZEALAND,GOVERNMENT NEW ZEALAND,,NEW ZEALAND,NZL,O84,3895,0,,
5683,5683,198211055,1,B2501,NEW ZEALAND,NEW ZEALAND,,NEW ZEALAND,NZL,O84,3894,0,,
5818,5818,198301040,1,B2501,NEW ZEALAND,NEW ZEALAND,,NEW ZEALAND,NZL,O84,3894,0,,
5951,5951,198302079,1,B2501,HER MAJESTY THE QUEEN IN RIGHT OF NEW ZEALAND,HER MAJESTY QUEEN IN RIGHT NEW ZEALAND,,NEW ZEALAND,NZL,O84,5827,0,,
5952,5952,198302080,1,B2501,HER MAJESTY THE QUEEN IN RIGHT OF NEW ZEALAND,HER MAJESTY QUEEN IN RIGHT NEW ZEALAND,,NEW ZEALAND,NZL,O84,5827,0,,
7413,7413,198409064,1,B2501,HER MAJESTY THE QUEEN IN THE RIGHT OF NEW ZEALAND,HER MAJESTY QUEEN IN RIGHT NEW ZEALAND,,NEW ZEALAND,NZL,O84,5827,0,,
9213,9213,198606039,1,B2501,HER MAJESTY THE QUEEN IN RIGHT OF NEW ZEALAND,HER MAJESTY QUEEN IN RIGHT NEW ZEALAND,,NEW ZEALAND,NZL,O84,5827,0,,
10105,10105,198701059,1,B2501,NEW ZEALAND,NEW ZEALAND,,NEW ZEALAND,NZL,O84,3894,0,,
10335,10335,198703042,1,B2501,NEW ZEALAND,NEW ZEALAND,,NEW ZEALAND,NZL,O84,3894,0,,
10336,10336,198703043,1,B2501,NEW ZEALAND,NEW ZEALAND,,NEW ZEALAND,NZL,O84,3894,0,,
10533,10533,198704056,1,B2501,NEW ZEALAND,NEW ZEALAND,,NEW ZEALAND,NZL,O84,3894,0,,
10780,10780,198706046,1,B2501,NEW ZEALAND,NEW ZEALAND,,NEW ZEALAND,NZL,O84,3894,0,,
3353,3353,198011038,1,B2502,REPUBLIC OF NIGER,REPUBLIC NIGER,,NIGER (THE),NER,O84,1264,0,,
5762,5762,198212056,1,B2502,REPUBLIC OF NIGER,REPUBLIC NIGER,,NIGER,NER,O84,1264,0,,
1397,1397,197803047,1,B2503,THE FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
1942,1942,197901032,1,B2503,THE FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,,NGA,O84,1236,3,,
2122,2122,197904029,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,1,,
2552,2552,197910033,1,B2503,REPUBLIC OF NIGERIA,REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1235,1,,
2601,2601,197912043,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,1,,
2602,2602,197912044,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,1,,
2603,2603,197912045,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,1,,
2645,2645,197912087,1,B2503,REPUBLIC OF NIGERIA,REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1235,1,,
2710,2710,198001048,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
2761,2761,198001097,1,B2503,STATE OF LAGOS,STATE LAGOS,,NIGERIA,NGA,O84,4889,0,,
2944,2944,198004024,1,B2503,IMO-STATE OF NIGERIA,IMOSTATE NIGERIA,,NIGERIA,NGA,O84,4849,0,,
2992,2992,198005023,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
2995,2995,198005026,1,B2503,GOVERNMENT OF PLATEAU STATE OF NIGERIA,GOVERNMENT PLATEAU STATE NIGERIA,,NIGERIA,NGA,O84,4867,0,,
3303,3303,198010048,1,B2503,REPUBLIC OF NIGERIA,REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1235,0,,
3304,3304,198010049,1,B2503,REPUBLIC OF NIGERIA,REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1235,0,,
3305,3305,198010050,1,B2503,REPUBLIC OF NIGERIA,REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1235,0,,
3435,3435,198012059,1,B2503,REPUBLIC OF NIGERIA,REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1235,0,,
3436,3436,198012060,1,B2503,REPUBLIC OF NIGERIA,REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1235,0,,
3488,3488,198101036,1,B2503,GOVERNMENT OF THE NIGER STATE OF NIGERIA,GOVERNMENT NIGER STATE NIGERIA,,NIGERIA,NGA,O84,4868,0,,
3492,3492,198101040,1,B2503,IMO STATE OF NIGERIA,IMO STATE NIGERIA,,NIGERIA,NGA,O84,4848,0,,
3532,3532,198101072,1,B2503,SOKOTO RIMA RIVER BASIN AUTHORITIES,SOKOTO RIMA RIVER BASIN AUTHORITIES,,NIGERIA,NGA,F42,7399,0,,
3535,3535,198101075,1,B2503,STATE OF OGUN,STATE OGUN,,NIGERIA,NGA,O84,4894,0,,
3544,3544,198102005,1,B2503,ANAMBRA STATE OF NIGERIA,ANAMBRA STATE NIGERIA,,NIGERIA,NGA,O84,4851,0,,
3587,3587,198102048,1,B2503,IMO STATE OF NIGERIA,IMO STATE NIGERIA,,NIGERIA,NGA,O84,4848,0,,
3619,3619,198102083,1,B2503,RIVERS STATE OF NIGERIA,RIVERS STATE NIGERIA,,NIGERIA,NGA,O84,4853,0,,
3699,3699,198104034,1,B2503,IMO STATE OF NIGERIA,IMO STATE NIGERIA,,NIGERIA,NGA,O84,4848,0,,
3708,3708,198104043,1,B2503,ONDO STATE GOVERNMENT,ONDO STATE GOVERNMENT,,NIGERIA,NGA,O84,4869,0,,
3709,3709,198104044,1,B2503,ONDO STATE GOVERNMENT,ONDO STATE GOVERNMENT,,NIGERIA,NGA,O84,4869,0,,
3780,3780,198105058,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
3877,3877,198106042,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
3889,3889,198106054,1,B2503,IMO STATE OF NIGERIA,IMO STATE NIGERIA,,NIGERIA,NGA,O84,4848,0,,
3917,3917,198106076,1,B2503,RIVERS STATE OF NIGERIA,RIVERS STATE NIGERIA,,NIGERIA,NGA,O84,4853,0,,
3978,3978,198107047,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
3979,3979,198107048,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
4086,4086,198108045,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
4087,4087,198108046,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
4105,4105,198108064,1,B2503,IMO STATE OF NIGERIA,IMO STATE NIGERIA,,NIGERIA,NGA,O84,4848,0,,
4106,4106,198108065,1,B2503,IMO STATE OF NIGERIA,IMO STATE NIGERIA,,NIGERIA,NGA,O84,4848,0,,
4226,4226,198109080,1,B2503,IMO STATE OF NIGERIA,IMO STATE NIGERIA,,NIGERIA,NGA,O84,4848,0,,
4361,4361,198111009,1,B2503,ANAMBRA STATE OF NIGERIA,ANAMBRA STATE NIGERIA,,NIGERIA,NGA,O84,4851,0,,
4362,4362,198111010,1,B2503,ANAMBRA STATE OF NIGERIA,ANAMBRA STATE NIGERIA,,NIGERIA,NGA,O84,4851,0,,
4363,4363,198111011,1,B2503,ANAMBRA STATE OF NIGERIA,ANAMBRA STATE NIGERIA,,NIGERIA,NGA,O84,4851,0,,
4364,4364,198111012,1,B2503,ANAMBRA STATE OF NIGERIA,ANAMBRA STATE NIGERIA,,NIGERIA,NGA,O84,4851,0,,
4511,4511,198112003,1,B2503,ANAMBRA STATE OF NIGERIA,ANAMBRA STATE NIGERIA,,NIGERIA,NGA,O84,4851,0,,
4591,4591,198112083,1,B2503,ONDO STATE GOVERNMENT,ONDO STATE GOVERNMENT,,NIGERIA,NGA,O84,4869,0,,
4592,4592,198112084,1,B2503,ONDO STATE GOVERNMENT,ONDO STATE GOVERNMENT,,NIGERIA,NGA,O84,4869,0,,
4679,4679,198201061,1,B2503,IMO STATE OF NIGERIA,IMO STATE NIGERIA,,NIGERIA,NGA,O84,4848,0,,
4680,4680,198201062,1,B2503,IMO STATE OF NIGERIA,IMO STATE NIGERIA,,NIGERIA,NGA,O84,4848,0,,
4699,4699,198201081,1,B2503,PLATEAU STATE OF NIGERIA,PLATEAU STATE NIGERIA,,NIGERIA,NGA,O84,4852,0,,
4700,4700,198201082,1,B2503,PLATEAU STATE OF NIGERIA,PLATEAU STATE NIGERIA,,NIGERIA,NGA,O84,4852,0,,
4780,4780,198202050,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
4781,4781,198202051,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
4782,4782,198202052,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
4848,4848,198202117,1,B2503,PLATEAU STATE OF NIGERIA,PLATEAU STATE NIGERIA,,NIGERIA,NGA,O84,4852,0,,
4867,4867,198202136,1,B2503,STATE OF SOKOTO,STATE SOKOTO,,NIGERIA,NGA,O84,4892,0,,
5019,5019,198204085,1,B2503,STATE OF KWARA,STATE KWARA,,NIGERIA,NGA,O84,4886,0,,
5020,5020,198204086,1,B2503,STATE OF KWARA,STATE KWARA,,NIGERIA,NGA,O84,4886,0,,
5089,5089,198205067,1,B2503,IMO STATE OF NIGERIA,IMO STATE NIGERIA,,NIGERIA,NGA,O84,4848,1,,
5516,5516,198210015,1,B2503,BAUCHI STATE OF NIGERIA,BAUCHI STATE NIGERIA,,NIGERIA,NGA,O84,4855,0,,
5517,5517,198210016,1,B2503,BENNE STATE OF NIGERIA,BENNE STATE NIGERIA,,NIGERIA,NGA,O84,4859,0,,
5518,5518,198210017,1,B2503,BORNO STATE OF NIGERIA,BORNO STATE NIGERIA,,NIGERIA,NGA,O84,4856,0,,
5632,5632,198211005,1,B2503,ANAMBRA STATE GOVERNMENT,ANAMBRA STATE GOVERNMENT,,NIGERIA,NGA,O84,4870,0,,
5637,5637,198211010,1,B2503,BENUE STATE OF NIGERIA,BENUE STATE NIGERIA,,NIGERIA,NGA,O84,4862,0,,
5686,5686,198211058,1,B2503,OGUN STATE GOVERNMENT,OGUN STATE GOVERNMENT,,NIGERIA,NGA,O84,4871,0,,
5820,5820,198301042,1,B2503,OYO STATE OF NIGERIA,OYO STATE NIGERIA,,NIGERIA,NGA,O84,4857,0,,
5954,5954,198302082,1,B2503,BENDEL STATE OF NIGERIA,BENDEL STATE NIGERIA,,NIGERIA,NGA,O84,4858,0,,
6115,6115,198304031,1,B2503,KWARA STATE OF NIGERIA,KWARA STATE NIGERIA,,NIGERIA,NGA,O84,4854,0,,
6116,6116,198304032,1,B2503,RIVERS STATE OF NIGERIA,RIVERS STATE NIGERIA,,NIGERIA,NGA,O84,4853,0,,
6179,6179,198305034,1,B2503,FEDERAL REPUBLIC OF NIGERIA,FEDERAL REPUBLIC NIGERIA,,NIGERIA,NGA,O84,1236,0,,
6282,6282,198307026,1,B2503,ONDO STATE OF NIGERIA,ONDO STATE NIGERIA,,NIGERIA,NGA,O84,4863,0,,
6405,6405,198309048,1,B2503,BAUCHI STATE OF NIGERIA,BAUCHI STATE NIGERIA,,NIGERIA,NGA,O84,4855,0,,
6406,6406,198309049,1,B2503,GONGOLA STATE OF NIGERIA,GONGOLA STATE NIGERIA,,NIGERIA,NGA,O84,4860,0,,
6407,6407,198309050,1,B2503,KWARA STATE OF NIGERIA,KWARA STATE NIGERIA,,NIGERIA,NGA,O84,4854,0,,
6662,6662,198401043,1,B2503,KANO STATE OF NIGERIA,KANO STATE NIGERIA,,NIGERIA,NGA,O84,4861,0,,
620,620,197602025,1,B2504,THE CITY OF OSLO,CITY OSLO,,NORWAY,NOR,O84,5955,0,,
1732,1732,197810037,1,B2504,KINGDOM OF NORWAY,KINGDOM NORWAY,,NORWAY,NOR,O84,4290,0,,
2386,2386,197908049,1,B2504,KINGDOM OF NORWAY,KINGDOM NORWAY,,,NOR,O84,4290,3,,
9340,9340,198607062,1,B2504,CITY OF BERGEN,CITY BERGEN,,NORWAY,NOR,O84,5957,0,,
10341,10341,198703048,1,B2504,KINGDOM OF NORWAY,KINGDOM NORWAY,,NORWAY,NOR,O84,4290,0,,
7235,7235,198408049,1,B2505,REPUBLIC OF GUINEA-BISSAU,REPUBLIC GUINEABISSAU,,GUINEA-BISSAU,GNB,O84,1267,0,,
20,20,197401021,1,B2506,THE SULTAN OF OMAN,SULTAN OMAN,,OMAN,OMN,O84,6171,0,,
375,375,197504014,1,B2506,THE SULTANATE OF OMAN,SULTANATE OMAN,,OMAN,OMN,O84,6170,0,,
2509,2509,197909077,1,B2506,SULTANATE OF OMAN,SULTANATE OMAN,,,OMN,O84,6170,3,,
2986,2986,198005017,1,B2506,DIRECTORATE GENERAL OF FINANCE OF THE SULTANATE OF OMAN,DIRECTORATE GENERAL FINANCE SULTANATE OMAN,,OMAN,OMN,O84,6169,0,,
5562,5562,198210056,1,B2506,GOVERNMENT OF THE SULTANATE OF OMAN,GOVERNMENT SULTANATE OMAN,,OMAN,OMN,O84,6168,0,,
6063,6063,198303035,1,B2506,SULTANATE OF OMAN,SULTANATE OMAN,,OMAN,OMN,O84,6170,0,,
6337,6337,198308025,1,B2506,SULTANATE OF OMAN,SULTANATE OMAN,,OMAN,OMN,O84,6170,0,,
6957,6957,198405045,1,B2506,DIRECTORATE GENERAL OF FINANCE OF THE SULTANATE OF OMAN,DIRECTORATE GENERAL FINANCE SULTANATE OMAN,,OMAN,OMN,O84,6169,1,,
6958,6958,198405046,1,B2506,GOVERNMENT OF THE SULTANATE OF OMAN,GOVERNMENT SULTANATE OMAN,,OMAN,OMN,O84,6168,0,,
7416,7416,198409067,1,B2506,GOVERNMENT OF THE SULTANATE OF OMAN,GOVERNMENT SULTANATE OMAN,,OMAN,OMN,O84,6168,0,,
7417,7417,198409068,1,B2506,GOVERNMENT OF THE SULTANATE OF OMAN,GOVERNMENT SULTANATE OMAN,,OMAN,OMN,O84,6168,0,,
7831,7831,198503038,1,B2506,SULTANATE OF OMAN,SULTANATE OMAN,,OMAN,OMN,O84,6170,0,,
7832,7832,198503039,1,B2506,SULTANATE OF OMAN,SULTANATE OMAN,,OMAN,OMN,O84,6170,0,,
8910,8910,198602070,1,B2506,SULTANATE OF OMAN,SULTANATE OMAN,,OMAN,OMN,O84,6170,0,,
9349,9349,198607071,1,B2506,SULTANATE OF OMAN,SULTANATE OMAN,,OMAN,OMN,O84,6170,0,,
11879,11879,198802059,1,B2506,SULTANTE OF OMAN,SULTANTE OMAN,,OMAN,OMN,O84,6172,0,,
13684,13684,198907078,1,B2506,SULTANATE OF OMAN,SULTANATE OMAN,,OMAN,OMN,O84,6170,0,,
13794,13794,198908045,1,B2506,SULTANATE OF OMAN,SULTANATE OMAN,,OMAN,OMN,O84,6170,0,,
2115,2115,197904022,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,1,,
2909,2909,198003045,1,B2507,PRESIDENT OF THE ISLAMIC REPUBLIC OF PAKISTAN,PRESIDENT ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1241,0,,
3290,3290,198010035,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,0,,
3291,3291,198010036,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,0,,
3592,3592,198102055,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,0,,
4231,4231,198109085,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,0,,
4572,4572,198112064,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,0,,
5279,5279,198207041,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,1,,
5471,5471,198209025,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,0,,
6408,6408,198309051,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,0,,
7649,7649,198411079,1,B2507,ISLAMIC REPUBLIC OF PAISTAN,ISLAMIC REPUBLIC PAISTAN,,PAKISTAN,PAK,O84,1313,0,,
8592,8592,198511086,1,B2507,THE PRESIDENT OF THE ISLAMIC REPUBLIC OF PAKISTAN FOR AND ON BEHALF OF THE ISLAMIC REPUBLIC OF PAKISTAN,PRESIDENT ISLAMIC REPUBLIC PAKISTAN ON BEHALF ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1242,0,,
9961,9961,198612079,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,0,,
11710,11710,198801051,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,0,,
13252,13252,198901060,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,0,,
13999,13999,198910047,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,ISLAMIC REPUBLIC PAKISTAN,,PAKISTAN,PAK,O84,1240,0,,
1340,1340,197802038,1,B2508,THE INDEPENDENT STATE OF PAPUA NEW GUINEA,INDEPENDENT STATE PAPUA NEW GUINEA,,PAPUA NEW GUINEA,PNG,O84,5844,0,,
3588,3588,198102050,1,B2508,INDEPENDENT STATE OF PAPUA NEW GUINEA,INDEPENDENT STATE PAPUA NEW GUINEA,,PAPUA NEW GUINEA,PNG,O84,5844,0,,
4323,4323,198110035,1,B2508,INDEPENDENT STATE OF PAPUA NEW GUINEA,INDEPENDENT STATE PAPUA NEW GUINEA,,PAPAU NEW GUINEA,PNG,O84,5844,0,,
5380,5380,198208059,1,B2508,INDEPENDENT STATE OF PAPUA NEW GUINEA,INDEPENDENT STATE PAPUA NEW GUINEA,,PAPUA NEW GUINEA,PNG,O84,5844,0,,
6510,6510,198311065,1,B2508,INDEPENDENT STATE OF PAPAU NEW GUINEA,INDEPENDENT STATE PAPAU NEW GUINEA,,PAPAU NEW GUINEA,PNG,O84,5845,0,,
12671,12671,198809082,1,B2508,INDEPENDENT STATE OF PAPAU NEW GUINEA,INDEPENDENT STATE PAPAU NEW GUINEA,,PAPUA NEW GUINEA,PNG,O84,5845,0,,
6666,6666,198401047,1,B2509,REPUBLIC OF PARAGUAY,REPUBLIC PARAGUAY,,PARAGUAY,PRY,O84,1278,0,,
6151,6151,198305006,1,B2510,PEOPLE'S REPUBLIC OF THE CONGO,PEOPLES REPUBLIC CONGO,,CONGO,COG,O84,1295,0,,
6286,6286,198307030,1,B2510,MINISTRY OF TRANSPORT AND CIVIL AVIATION,MINISTRY TRANSPORT CIVIL AVIATION,,PEOPLE'S REPUBLIC OF THE CONGO,COG,O84,6891,0,,
7008,7008,198406008,1,B2510,PEOPLES REPUBLIC OF THE CONGO,PEOPLES REPUBLIC CONGO,,CONGO,COG,O84,1295,0,,
7009,7009,198406009,1,B2510,PEOPLES REPUBLIC OF THE CONGO,PEOPLES REPUBLIC CONGO,,CONGO,COG,O84,1295,0,,
7362,7362,198409017,1,B2510,PEOPLE'S REPUBLIC OF THE CONGO,PEOPLES REPUBLIC CONGO,,CONGO,COG,O84,1295,0,,
7363,7363,198409018,1,B2510,PEOPLE'S REPUBLIC OF THE CONGO,PEOPLES REPUBLIC CONGO,,CONGO,COG,O84,1295,0,,
72,72,197401073,1,B2511,REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
222,222,197401219,1,B2511,REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
250,250,197401247,1,B2511,THE REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
398,398,197505017,1,B2511,THE REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
569,569,197512017,1,B2511,THE REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
593,593,197601024,1,B2511,THE REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
1046,1046,197705040,1,B2511,THE REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,1,,
2749,2749,198001085,1,B2511,REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
3186,3186,198008059,1,B2511,REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
3654,3654,198103027,1,B2511,REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
4022,4022,198107091,1,B2511,REPUBLIC OF PERU,REPUBLIC PERU,,PERU,PER,O84,1320,0,,
