,PKGID,ORDER,BORROWERID,BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,TYPE,PURPOSE,IMPUTED
2560,197912003,1,B0191,ALLIED BREWERIES LTD,,UNITED KINGDOM,GBR,C10,,,1
2561,197912004,1,B0191,ALLIED BREWERIES LTD,,UNITED KINGDOM,GBR,C10,,,1
2562,197912005,1,B0254,AMERICAN MEDICAL INTERNATIONAL BV,AMI,UNITED STATES,USA,Q86,,,1
2563,197912006,1,B0383,ASIA MOTORS CORPORATION INC,,KOREA,KOR,,,,1
2564,197912007,1,B0424,ATTOCK REFINERY LTD,,PAKISTAN,PAK,B06,,,1
2565,197912007,2,B4238,PAKISTAN OIL FIELDS LTD,,PAKISTAN,PAK,,,,1
2566,197912008,1,B0475,AUTOPISTAS DEL MARE NOSTRUM SA,AUMAR,SPAIN,ESP,F43,,,1
2567,197912009,1,B0475,AUTOPISTAS DEL MARE NOSTRUM SA,AUMAR,SPAIN,ESP,F43,,,1
2568,197912010,1,B0475,AUTOPISTAS DEL MARE NOSTRUM SA,AUMAR,SPAIN,ESP,F43,,,1
2569,197912011,1,B0475,AUTOPISTAS DEL MARE NOSTRUM SA,AUMAR,SPAIN,ESP,F43,,,1
2570,197912012,1,B0629,BANCO NACIONAL DE COSTA RICA,,COSTA RICA,CRI,K64,,,1
2571,197912013,1,B0567,BANCO DE ITALIA Y RIO DE LA PLATA,,ARGENTINA,ARG,K64,,,1
2572,197912014,1,B0581,BANCO DEL ESTADO DE CHILE,,CHILE,CHL,K64,,,1
2573,197912015,1,B0737,BANQUE GABONAISE DE DEVELOPPEMENT,,GABON,GAB,,,,1
2574,197912016,1,B0808,BENGUET CONSOLIDATED INC,,PHILIPPINES,PHL,B06,,,1
2575,197912017,1,B1022,CAISSE AUTONOME D'AMORTISSEMENT,CAA,BENIN,BEN,K64,,,1
2576,197912018,1,B1144,CELULOSA ARGENTINA SA,,ARGENTINA,ARG,A02,,,1
2577,197912019,1,B0542,CENTRAL BANK OF DOMINICAN REPUBLIC,,DOMINICA,DMA,K64,,,1
2578,197912020,1,B0701,CENTRAL BANK OF GREECE,,GREECE,GRC,K64,,,1
2579,197912021,1,B1288,CHINA STEEL CORPORATION,,TAIWAN,TWN,C24,,,1
2580,197912022,1,B1288,CHINA STEEL CORPORATION,,TAIWAN,TWN,C24,,,1
2581,197912023,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,,,1
2582,197912024,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,,,1
2583,197912025,1,B1418,COMISION TECNICA MIXTA DE SALTO GRANDE,,ARGENTINA,ARG,D35,,,1
2584,197912026,1,B2445,COMMONWEALTH OF AUSTRALIA,,AUSTRALIA,AUS,O84,,,1
2585,197912027,1,B1331,COMPAGNIE DES BAUXITES DE GUINEE,,GUINEA,GIN,B07,,,1
2586,197912028,1,B1323,COMPANIA MANUFACTURERA DE PAPELES Y CARTONES SA,CMPC,CHILE,CHL,C17,,,1
2587,197912029,1,B1502,COMPANIA MINERA AUTLAN SA DE CV,,MEXICO,MEX,,,,1
2588,197912030,1,B1507,COMPANIA SEVILLANA DE ELECTRICIDAD SA,,SPAIN,ESP,D35,,,1
2589,197912031,1,B1601,CORPORACION HONDURENA DEL BANANO,COHBANA,HONDURAS,HND,C10,,,1
2590,197912032,1,B1589,CORPORACION VENEZOLANA DE FOMENTO,CVF,VENEZUELA,VEN,K64,,,1
2591,197912033,1,B1602,CORREIOS E TELECOMMUNICACOES DE PORTUGAL,CTP,PORTUGAL,PRT,H53,,,1
2592,197912034,1,B1765,DEUTSCHE AUSSENHANDELSBANK,,GERMANY,DEU,K64,,,1
2593,197912035,1,B1916,ELECTRICITE DE FRANCE,EDF,FRANCE,FRA,D35,,,1
2594,197912036,1,B4884,"ELEKTROPRIVREDA ZAGREB, SAVSKE ELEKTRARNE LJUBLJANA",,YUGOSLAVIA,YUG,,,,1
2595,197912037,1,B1939,ELETTRONICA SPA,,ITALY,ITA,C32,,,1
2596,197912038,1,B1995,EMPRESA NACIONAL ELECTRICA DE CORDOBA,ENECO,SPAIN,ESP,D35,,,1
2597,197912039,1,B1993,EMPRESA NACIONAL DEL PETROLEO SA,ENPETROL,CHILE,CHL,B06,,,1
2598,197912040,1,B1993,EMPRESA NACIONAL DEL PETROLEO SA,ENPETROL,CHILE,CHL,B06,,,1
2599,197912041,1,B2100,EUROVIAS,,SPAIN,ESP,F42,,,1
2600,197912042,1,B2100,EUROVIAS,,SPAIN,ESP,F42,,,1
2601,197912043,1,B2503,FEDERAL REPUBLIC OF NIGERIA,,NIGERIA,NGA,O84,,,1
2602,197912044,1,B2503,FEDERAL REPUBLIC OF NIGERIA,,NIGERIA,NGA,O84,,,1
2603,197912045,1,B2503,FEDERAL REPUBLIC OF NIGERIA,,NIGERIA,NGA,O84,,,1
2604,197912046,1,B2177,FERTILIZANTES MEXICANOS SA,FERTIMEX,MEXICO,MEX,,,,1
2605,197912047,1,B2278,FONDO NACIONAL DE DESARROLLO URBANO,FONDUR,VENEZUELA,VEN,O84,,,1
2606,197912048,1,B2316,FUERZAS ELECTRICAS DE CATALUNA SA,FECSA,SPAIN,ESP,D35,,,1
2607,197912049,1,B2316,FUERZAS ELECTRICAS DE CATALUFIA SA,FECSA,SPAIN,ESP,D35,,,1
2608,197912050,1,B2323,FUJIAN INVESTMENT & ENTERPRISE CORP,,CHINA,CHN,K64,,,1
2609,197912051,1,B2437,GOTAAS-LARSEN SHIPPING CORP,,UNITED STATES,USA,H50,,,1
2610,197912052,1,B2469,GOVERNMENT OF FIJI,,FIJI,FJI,O84,,,1
2611,197912053,1,B2590,GRUPO INDUSTRIAL ALFA,,MEXICO,MEX,C32,,,1
2612,197912054,1,B2986,INSTITUTO NACIONAL DE LA VIVIENDA,,DOMINICAN REPUBLIC,DOM,L68,,,1
2613,197912055,1,B3026,INTERNATIONAL INVESTMENT BANK,,USSR,SUN,U99,,,3
2614,197912056,1,B3093,ISTITUTO PER LA RICOSTRUZIONE INDUSTRIALE,IRI,ITALY,ITA,K64,,,1
2615,197912057,1,B3097,ITAIPU BINACIONAL,,BRAZIL,BRA,D35,,,1
2616,197912058,1,B2466,KINGDOM OF DENMARK,,DENMARK,DNK,O84,,,1
2617,197912059,1,B2466,KINGDOM OF DENMARK,,DENMARK,DNK,O84,,,1
2618,197912060,1,B2466,KINGDOM OF DENMARK,,DENMARK,DNK,O84,,,1
2619,197912061,1,B3287,KOREA DEVELOPMENT LEASING CORP,,KOREA,KOR,K64,,,1
2620,197912062,1,B3289,KOREA ELECTRIC COMPANY,,KOREA,KOR,D35,,,1
2621,197912063,1,B3311,KOREAN AIRLINES,,KOREA,KOR,H51,,,1
2622,197912064,1,B3311,KOREAN AIRLINES,,KOREA,KOR,H51,,,1
2623,197912065,1,B1277,KOWLOON ELECTRICITY SUPPLY CO LTD,KESCO,HONG KONG,HKG,D35,,,1
2624,197912066,1,B3402,LANDBRUGETS KAPITALFORMID-LINGSSELSKAB AS/AGROINVEST AS,,DENMARK,DNK,K64,,,1
2625,197912067,1,B2545,LONDON BOROUGH OF SOUTHWARK,,UNITED KINGDOM,GBR,O84,,,1
2626,197912068,1,B3547,MAGYAR NEMZETI BANK,,HUNGARY,HUN,K64,,,1
2627,197912069,1,B3547,MAGYAR NEMZETI BANK,,HUNGARY,HUN,K64,,,1
2628,197912070,1,B3547,MAGYAR NEMZETI BANK,,HUNGARY,HUN,K64,,,1
2629,197912071,1,B3578,MARCOPPER,,PHILIPPINES,PHL,B07,,,3
2630,197912072,1,B3603,MASS DEVELOPMENT,,,,,,,3
2631,197912073,1,B3660,MEGAL FINANCE CO LTD DRESDNER BANK,,,,K64,,,3
2632,197912074,1,B3695,METRO AMERICA CA SOCIEDAD FINANCIERA,,VENEZUELA,VEN,,,,1
2633,197912075,1,B3850,NACIONAL FINANCIERA,,MEXICO,MEX,K64,,,1
2634,197912076,1,B3850,NACIONAL FINANCIERA SA,NAFINSA,MEXICO,MEX,K64,,,1
2635,197912077,1,B3928,NCHANGA CONSOLIDATED COPPER MINES,,ZAMBIA,ZMB,B07,,,1
2636,197912078,1,B4098,NUOVI CANTIERI APUANIA SPA,,ITALY,ITA,H50,,,1
2637,197912079,1,B4121,ODEBRECHT PERFURACOES LIMITADA,,BRAZIL,BRA,B06,,,3
2638,197912080,1,B4160,OLJE KONSUMENTERNAS PK BANKEN FORBUND E.F,,,,,,,3
2639,197912081,1,B4298,PECHINEY UGINE KUHLMANN,,FRANCE,FRA,C24,,,1
2640,197912082,1,B4484,PRINOS OIL FIELD AND SOUTH KAVALA GAS FIELD,,GREECE,GRC,B06,,,1
2641,197912083,1,B2444,PROVINCE OF BUENOS AIRES,,ARGENTINA,ARG,O84,,,1
2642,197912084,1,B4646,RED NACIONAL DE LOS FERROCARRILES ESPANOLES,RENFE,SPAIN,ESP,H49,,,1
2643,197912085,1,B4648,REDERI AB NORDO,,SWEDEN,SWE,H50,,,1
2644,197912086,1,B4648,REDERI AB NORDO,,SWEDEN,SWE,H50,,,1
2645,197912087,1,B2503,REPUBLIC OF NIGERIA,,NIGERIA,NGA,O84,,,1
2646,197912088,1,B4876,SAUDI-OGER LTD,,SAUDI ARABIA,SAU,F41,,,1
2647,197912089,1,B5007,SIDERURGIA BRASILEIRA SA,SIDERBRAS,BRAZIL,BRA,C24,,,1
2648,197912090,1,B5007,SIDERURGIA BRASILEIRA SA,SIDERBRAS,BRAZIL,BRA,C24,,,1
2649,197912091,1,B5161,SOCIETE NATIONALE DE SIDERURGIE (ALGERIA),SNS,ALGERIA,DZA,C24,,,1
2650,197912092,1,B5197,SONATRACH,,ALGERIA,DZA,D35,,,1
2651,197912093,1,B2457,STATE OF BAHIA,,BRAZIL,BRA,O84,,,1
2652,197912094,1,B2457,STATE OF SANTA CATARINA,,BRAZIL,BRA,O84,,,1
2653,197912095,1,B5406,SYDKRAFT A/B,,SWEDEN,SWE,D35,,,1
2654,197912096,1,B5458,TECK CORPORATION & HIGHMONT MINING CORPORATION,,CANADA,CAN,C24,,,3
2655,197912097,1,B2545,CITY OF SOUTHAMPTON,,UNITED KINGDOM,GBR,O84,,,1
2656,197912098,1,B5650,TUBOS DE ACERO DE MEXICO,TAMSA,MEXICO,MEX,C24,,,1
2657,197912099,1,B5698,UNI,,CHILE,CHL,,,,1
2658,197912100,1,B5698,UNI,,CHILE,CHL,,,,1
2659,197912101,1,B2522,UNITED REPUBLIC OF CAMEROON,,CAMEROON,CMR,O84,,,1
2660,197912102,1,B2522,UNITED REPUBLIC OF CAMEROON,,CAMEROON,CMR,O84,,,1
2661,197912103,1,B6003,WORLD BANK,,UNITED STATES,USA,U99,,,3
2662,198001001,1,B0091,AEROVIAS VENEZOLANOS SA,,VENEZUELA,VEN,H51,,,0
2663,198001002,1,B0091,AEROVIAS VENEZOLANOS SA,,VENEZUELA,VEN,H51,,,0
2664,198001003,1,B0160,AL-SAYEED ABDALLAH MOHAMED BAROOM,,SAUDI ARABIA,SAU,M73,,,0
2665,198001004,1,B0690,ALANDS AKTIENBANK,,GERMANY,DEU,K64,,,0
2666,198001005,1,B0223,ALUMINIUM BAHRAIN,ALBA,BAHRAIN,BHR,C32,,,0
2667,198001006,1,B0292,ANGELICOUSSIS SHIPHOLDING GROUP LTD,,GREECE,GRC,H50,,,0
2668,198001007,1,B0295,ANGLIA HASTINGS & THANET BUILDING SOCIETY,,UNITED KINGDOM,GBR,K64,,,0
2669,198001008,1,B0388,ASIAN DEVELOPMENT BANK,,SUPRANATIONAL,,K64,,,2
2670,198001009,1,B0451,AUSTRALIAN PROGRESS FINANCE LTD,,AUSTRALIA,AUS,K64,,,1
2671,198001010,1,B0451,AUSTRALIAN PROGRESS FINANCE LTD,,AUSTRALIA,AUS,K64,,,1
2672,198001011,1,B0493,AZUCARERA CENTRAL SA,,HONDURAS,HND,C10,,,1
2673,198001012,1,B0629,BANCO NACIONAL DE COSTA RICA,,COSTA RICA,CRI,K64,,,0
2674,198001013,1,B0651,BANCO REAL,,BRAZIL,BRA,K64,,,0
2675,198001014,1,B0556,BANCO DE CHILE,,CHILE,CHL,K64,,,0
2676,198001015,1,B0683,BANK HANDLOWY W WARSAWIE,,POLAND,POL,K64,,,0
2677,198001016,1,B0694,BANK OF CHINA,,CHINA,CHN,K64,,,0
2678,198001017,1,B0758,BARRAFIN LTD,,,,,,,3
2679,198001018,1,B0766,BASTOGI IRBS SPA,,ITALY,ITA,"R90, L68
",,,0
2680,198001019,1,B0947,BRITISH POST OFFICE,,UNITED KINGDOM,GBR,H53,,,0
2681,198001020,1,B1034,CAISSE NATIONALE DES TELECOMMUNICATIONSA,CNT,FRANCE,FRA,J61,,,0
2682,198001021,1,B1156,CEMENTOS MEXICANOS SA,,MEXICO,MEX,C32,,,0
2683,198001022,1,B1156,CEMENTOS MEXICANOS SA,,MEXICO,MEX,C32,,,0
2684,198001023,1,B1179,CENTRAL BANK OF THE PHILIPPINES,COPED,PHILIPPINES,PHL,K64,,,0
2685,198001024,1,B1495,CIA DE ACERO DEL PACIFICO,CAP,CHILE,CHL,B07,,,0
2686,198001025,1,B1382,COASTAL STATES EUROPE LTD,,UNITED KINGDOM,GBR,O84,,,0
2687,198001026,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,,,0
2688,198001027,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,,,0
2689,198001028,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,CFE,MEXICO,MEX,D35,,,0
2690,198001029,1,B1421,COMMERCIAL BANK OF GREECE,,GREECE,GRC,K64,,,0
2691,198001030,1,B1457,COMPAGNIE DES PHOSPHATES DE GAFSA,CPG,TUNISIA,TUN,B09,,,0
2692,198001031,1,B1478,COMPANHIA ENERGETICA DE SAO PAULO,CESP,BRAZIL,BRA,"D35
",,,0
2693,198001032,1,B1484,COMPANHIA NACIONAL PETROQUIMICA EP,CNT,PORTUGAL,PRT,,,,1
2694,198001033,1,B1313,COMPANIA CERVECERIAS UNIDAS,,CHILE,CHL,C32,,,0
2695,198001034,1,B1639,CREDIT POPULAIRE D'AIGDRIE,,ALGERIA,DZA,K64,,,0
2696,198001035,1,B1754,DERSA,,BRAZIL,BRA,K64,,,0
2697,198001036,1,B1681,DAELIM MACHINERY CO LTD,,KOREA,KOR,"F41,F42,F43,C19


",,,0
2698,198001037,1,B0751,BAR OKAZ PRINTING & PUBLISHING CO LTD,,SAUDI ARABIA,SAU,J58,,,0
2699,198001038,1,B1756,DESARROLLO GRUPO DE CO-ORDINACION INAVI CA,GECINCA,,,,,,3
2700,198001039,1,B1756,DESARROLLO GRUPO DE CO-ORDINACION INAVI CA,GECINCA,,,,,,3
2701,198001040,1,B1823,DOW CHEMICAL KOREA LTD,,KOREA,KOR,C20,,,0
2702,198001040,2,B3304,KOREA PACIFIC CHEMICAL CORP,,KOREA,KOR,C20,,,0
2703,198001041,1,B1879,ECUATORIANA,,ECUADOR,ECU,H51,,,0
2704,198001042,1,B1897,EKOFISK,,NORWAY,NOR,C19,,,0
2705,198001043,1,B2002,ELECTRICIDAD DEL PERU,ELECTROPERU,PERU,PER,D35,,,0
2706,198001044,1,B1925,ELECTRICITY SUPPLY COMMISSION,ESCOM,SOUTH AFRICA,ZAF,D35,,,0
2707,198001045,1,B1925,ELECTRICITY SUPPLY COMMISSION,ESCOM,SOUTH AFRICA,ZAF,D35,,,0
2708,198001046,1,B1934,ELEKTRICITETESSEISKABET ISEFJORDVAERKET INTERESSENTSKAB,IFV POWER CO,DENMARK,DNK,D35,,,1
2709,198001047,1,B1990,EMPRESA NACIONAI DE TELECOMMUNICACIONES ARGENTINA,ENTEL,ARGENTINA,ARG,J61,,,1
2710,198001048,1,B2503,FEDERAL REPUBLIC OF NIGERIA,,NIGERIA,NGA,O84,,,0
2711,198001049,1,B2457,FEDERATIVE REPUBLIC OF BRAZIL,,BRAZIL,BRA,O84,,,0
2712,198001050,1,B2187,FILIPINAS SYNTHETIC FIBER CORP,FILSYN,PHILIPPINES,PHL,C32,,,0
2713,198001051,1,B2338,GALLEON SHIPPING,,PHILIPPINES,PHL,H52,,,0
2714,198001052,1,B2671,HANIL SYNTHETIC FIBRE,,KOREA,KOR,C32,,,0
2715,198001053,1,B2677,HANYANG CORPORATION,,KOREA,KOR,F42,,,0
2716,198001054,1,B2677,HANYANG CORPORATION,,KOREA,KOR,F42,,,0
2717,198001055,1,B2739,HIDROELECTRICA ESPANOLA,HIDROLA,SPAIN,ESP,D35,,,0
2718,198001056,1,B2739,HIDROELECTRICA ESPANOLA,HIDROLA,SPAIN,ESP,D35,,,0
2719,198001057,1,B2859,HYDROCARBONS BANK,,ITALY,ITA,B06,,,1
2720,198001058,1,B2875,ICELANDAIR,,ICELAND,ISL,H51,,,0
2721,198001059,1,B2977,INSTITUTO DE CREDI TO OFICIAL,ICO,SPAIN,ESP,K64,,,0
2722,198001060,1,B3053,INVESTICIONA BANKA TITOGRAD-UDRUZENA BANKA,,YUGOSLAVIA,YUG,K64,,,1
2723,198001060,2,B0812,UDRUZENA BEOGRADSKA BANKA,,YUGOSLAVIA,YUG,K64,,,1
2724,198001060,3,B5886,VJVODJANSKA TITOGRAD-UDRUZENA BANKA NOVI SAD,,YUGOSLAVIA,YUG,K64,,,1
2725,198001061,1,B3075,ISLAND CREEK COAL COMPANY,,UNITED STATES,USA,B05,,,0
2726,198001062,1,B3097,ITAIPU BINACIONAL,,BRAZIL,BRA,D35,,,0
2727,198001063,1,B3097,ITAIPU BINACIONAL,,BRAZIL,BRA,D35,,,0
2728,198001064,1,B3097,ITAIPU BINACIONAL,,BRAZIL,BRA,D35,,,0
2729,198001065,1,B3097,ITAIPU BINACIONAL,,BRAZIL,BRA,D35,,,0
2730,198001066,1,B3671,MEPC LTD,,UNITED KINGDOM,GBR,"L68
",,,0
2731,198001067,1,B4043,NORSK OLJE,,NORWAY,NOR,D35,,,0
2732,198001068,1,B4047,NORSK SKOGINDUSTRIER A/S,,NORWAY,NOR,C17,,,0
2733,198001069,1,B4047,NORSKE SKOG,,NORWAY,NOR,C17,,,0
2734,198001070,1,B4120,OCEAN TRANSPORT AND TRADING LTD,,UNITED KINGDOM,GBR,K64,,,0
2735,198001071,1,B4155,OLAYAN REAL ESTATE CO,,SAUDI ARABIA,SAU,L68,,,0
2736,198001072,1,B4159,OLIVETTI INTERNATIONAL SA,,ITALY,ITA,C32,,,0
2737,198001073,1,B4184,ORION LEASING INTERNATIONAL LTD,,CAYMAN ISLANDS,CYM,,,,1
2738,198001074,1,B4237,PAKISTAN INTERNATIONAL AIRLINES,,PAKISTAN,PAK,H51,,,0
2739,198001075,1,B4237,PAKISTAN INTERNATIONAL AIRLINES,,PAKISTAN,PAK,H51,,,0
2740,198001076,1,B4237,PAKISTAN INTERNATIONAL AIRLINES CORP,,PAKISTAN,PAK,H51,,,0
2741,198001077,1,B4363,PETROLEOS MEXICANOS,PEMEX,MEXICO,MEX,C19,,,0
2742,198001078,1,B4363,PETROLEOS MEXICANOS,PEMEX,MEXICO,MEX,C19,,,0
2743,198001079,1,B4384,PHILIPPINE HOSPITALS AND HEALTH SERVICE,,PHILIPPINES,PHL,Q86,,,0
2744,198001080,1,B4396,PHILLIPS PETROLEUM COMPANY,,PHILIPPINES,PHL,C19,,,0
2745,198001081,1,B4463,POTASAS DE NAVARRA,,SPAIN,ESP,B07,,,0
2746,198001082,1,B4473,PREFEITURA MUNICIPAL DE SAO PAULO,,BRAZIL,BRA,O84,,,0
2747,198001083,1,B4487,PRIVREDNA BANKA,,YUGOSLAVIA,YUG,K64,,,0
2748,198001084,1,B4621,RANK ORGANISATION LTD,,UNITED KINGDOM,GBR,C18,,,0
2749,198001085,1,B2511,REPUBLIC OF PERU,,PERU,PER,O84,,,0
2750,198001086,1,B2540,REPUBLIC OF TRINIDAD AND TOBAGO,,TRINIDAD & TOBAGO,TTO,O84,,,0
2751,198001087,1,B2524,REPUBLIC OF UPPER VOLTA,,UPPER VOLTA,HVO,O84,,,0
2752,198001088,1,B4815,SAMARCO MINERACAO SA,,BRAZIL,BRA,B07,,,0
2753,198001089,1,B4859,SAUDI ARABIAN AGRICULTURE AND DAIRY CO,,SAUDI ARABIA,SAU,O84,,,0
2754,198001090,1,B4859,SAUDI ARABIAN AGRICULTURE AND DAIRY CO,,SAUDI ARABIA,SAU,O84,,,0
2755,198001091,1,B4872,SAUDI HOTELS AND RESORT AREAS CO,,SAUDI ARABIA,SAU,I55,,,0
2756,198001092,1,B5002,SIAM CREDIT CORPORATION LTD,,THAILAND,THA,K64,,,0
2757,198001093,1,B5144,SOCIETE ITALO-TUNISIENNE D'EXPLOITATION PETROLIIRE,SITEP,TUNISIA,TUN,C19,,,0
2758,198001094,1,B5146,SOCIETE IVOIRIENNE MARITIME,SIVOMAR,IVORY COAST,CIV,K64,,,0
2759,198001095,1,B5158,SOCIETE NATIONALE DE FABRICATION ET DE MONTAGE DU MATERIEL ELECTRIQUE ET ELECTRONIC SONEIEC,,ALGERIA,DZA,P85,,,3
2760,198001096,1,B5161,SOCIETE NATIONALE DE SIDERURGIE (ALGERIA),SNS,ALGERIA,DZA,C32,,,0
2761,198001097,1,B2503,STATE OF LAGOS,,NIGERIA,NGA,O84,,,0
2762,198001098,1,B2457,STATE OF MINAS GERAIS,,BRAZIL,BRA,O84,,,0
2763,198001099,1,B2457,STATE OF RIO GRANDE DEL SOL,,BRAZIL,BRA,O84,,,0
2764,198001100,1,B5414,TAIWAN POWER COMPANY,,TAIWAN,TWN,D35,,,0
2765,198001101,1,B5414,TAIWAN POWER CORP,,TAIWAN,TWN,D35,,,0
2766,198001102,1,B5569,TONG TUMASEK(HONG KONG) LTD,,HONG KONG,HKG,,,,1
2767,198001103,1,B5569,TONG TUMASEK(HONG KONG) LTD,,HONG KONG,HKG,,,,1
2768,198001104,1,B2496,UNITED MEXICAN STATES,,MEXICO,MEX,O84,,,0
2769,198001105,1,B6003,WORID BANK,,UNITED STATES,USA,U99,,,3
2770,198001106,1,B6025,YACIMIENTOS PETROLEOS FISCALES,YPF,ARGENTINA,ARG,D35,,,0
2771,198002001,1,B0010,AKTIEBOLAGET STATENS SKOGSINDUSTRIER,ASSI,SWEDEN,SWE,C16,,,0
2772,198002002,1,B0208,ALPARGATAS SAIC,,ARGENTINA,ARG,C32,,,0
2773,198002003,1,B0220,ALUMINO ESPANOL,,SPAIN,ESP,C32,,,0
2774,198002004,1,B0305,ANSETT TRANSPORT INDUSTRIES (OPERATIONS) PROPRIETARY LTD,,AUSTRALIA,AUS,C30,,,0
2775,198002005,1,B0471,AUTOPISTAS VASCO ARAGONESA,AVASA,SPAIN,ESP,H49,,,1
2776,198002006,1,B0471,AUTOPISTAS VASCO ARAGONESA,AVASA,SPAIN,ESP,H49,,,1
2777,198002007,1,B0472,AUTOPISTAS VASCO MONTANESA,,SPAIN,ESP,H49,,,1
2778,198002008,1,B0472,AUTOPISTAS VASCO MONTANESA,,SPAIN,ESP,H49,,,1
2779,198002009,1,B0471,AUTOPISTAS VASCO ARAGONESA CONCESSIONARIA ESPANOLA SA,AVASA,SPAIN,ESP,H49,,,1
2780,198002010,1,B0474,AUTOPISTAS DEL ATLANTICO,,SPAIN,ESP,O84,,,0
2781,198002011,1,B0474,AUTOPISTAS DEL ATLANTICO,,SPAIN,ESP,O84,,,0
2782,198002012,1,B0475,AUTOPISTAS DEL MARE NOSTRUM,,SPAIN,ESP,F43,,,1
2783,198002013,1,B0626,BANCO NACIONAL DE AHORRO Y PRESTAMO,BANAP,VENEZUELA,VEN,K64,,,0
2784,198002014,1,B0569,BANCO DE LA NACION ARGENTINA,,ARGENTINA,ARG,K64,,,0
2785,198002015,1,B0683,BANK HANDLOWY W WARSAWIE,,POLAND,POL,K64,,,0
2786,198002016,1,B0725,BANQUE ALGERIENNE DE DEVELOPPEMENT,BAD,ALGERIA,DZA,K64,,,1
2787,198002017,1,B0730,BANQUE DE DEVELOPPEMENT REPUBLIC OF NIGER DE LA REPUBLIQUE DU NIGE,BDRN,NIGER,NER,O84,,,0
2788,198002018,1,B0829,BETICA DE AUTOPISTAS,,SPAIN,ESP,O84,,,0
2789,198002019,1,B1009,CA VENEZOLANA DE CEMENTOS,,VENEZUELA,VEN,C32,,,1
2790,198002019,2,B1007,CA VENCEMOS LARA,,SPAIN,ESP,,,,1
2791,198002019,3,B1008,CA VENCEMOS MARA,,SPAIN,ESP,,,,1
2792,198002020,1,B1017,CADAFE,,VENEZUELA,VEN,D35,,,1
2793,198002020,2,B2171,FERROCARRILES DEL ESTADO,,CHILE,CHL,H49,,,0
2794,198002020,3,B2995,INTER ALUMINA,,ARGENTINA,ARG,C32,,,0
2795,198002020,4,B5829,VENALUM,,VENEZUELA,VEN,C32,,,0
2796,198002020,5,B1081,CARACAS METRO,,VENEZUELA,VEN,H49,,,0
2797,198002020,6,B1881,EDECA,,GERMANY,DEU,G47,,,0
2798,198002020,7,B2989,INSTITUTO NACIONAL DE PUERTOS AERONAUTICA CIVIL,,VENEZUELA,VEN,O84,,,0
2799,198002021,1,B1017,CADAFE,,VENEZUELA,VEN,D35,,,0
2800,198002021,2,B2171,FERROCARRILES DEL ESTADO,,CHILE,CHL,H49,,,0
2801,198002021,3,B2995,INTER ALUMINA,,ARGENTINA,ARG,C32,,,0
2802,198002021,4,B5829,VENALUM,,VENEZUELA,VEN,C32,,,0
2803,198002021,5,B1081,CARACAS METRO,,VENEZUELA,VEN,H49,,,0
2804,198002021,6,B1881,EDECA,,GERMANY,DEU,G47,,,0
2805,198002021,7,B2989,INSTITUTO NACIONAL DE PUERTOS AERONAUTICA CIVIL,,VENEZUELA,VEN,O84,,,0
2806,198002022,1,B1176,CENTRAL BANK OF MALAGASY,,MADAGASCAR,MDG,K64,,,0
2807,198002023,1,B1176,CENTRAL BANK OF MALAGASY,,MADAGASCAR,MDG,K64,,,0
2808,198002024,1,B1197,CENTRO CIUDAD COMERCIAL TAMANACO SA,,VENEZUELA,VEN,L68,,,0
2809,198002025,1,B1212,CERRO MATOSO SA,,COLOMBIA,COL,B09,,,0
2810,198002026,1,B1269,CHINA AIRLINES,,CHINA,CHN,H51,,,0
2811,198002027,1,B1321,CIA IBERICA REFINADORA DE PETROLEOS SA,PETROLIBER,SPAIN,ESP,B06,,,1
2812,198002028,1,B1492,COMPANHIA VALE DO RIO DOCE,CVRD,BRAZIL,BRA,B07,,,0
2813,198002029,1,B1492,COMPANHIA VALE DO RIO DOCE,CVRD,BRAZIL,BRA,B07,,,0
2814,198002030,1,B1556,CONTINENTAL DE CREDITOS MERCANTILES CA,CREMERCA,VENEZUELA,VEN,K64,,,1
2815,198002031,1,B1594,CORPORACION MERCADEO DE AGRICOLA,,ITALY,ITA,,,,1
2816,198002032,1,B1804,DOLE THAILAND,,THAILAND,THA,C10,,,0
2817,198002033,1,B1828,DRAGADOS Y CONSTRUCCIONES SA,,SPAIN,ESP,F42,,,0
2818,198002034,1,B1924,ELECTRICITY SUPPLY BOARD IRELAND,ESB,IRELAND,IRL,D35,,,0
2819,198002035,1,B1934,ELEKTRICITETSSELSKABET ISEFJORDVAERKET INTERESSENTSKAB,IFV POWER CO,DENMARK,DNK,D35,,,0
2820,198002036,1,B1976,EMPRESA LINEAS MARITIMAS ARGENTINAS SA,,ARGENTINA,ARG,H50,,,0
2821,198002037,1,B1988,EMPRESA NACIONAL DE INVESTIGATION Y EXPLOITATION DE PETROLEO SA,ENIEPSA,CHILE,CHL,C19,,,3
2822,198002038,1,B2002,EMPRESA PUBLICA DE ELECTRICIDAD DEL PERU,ELECTROPERU,PERU,PER,D35,,,0
